,ilce,m2,isitma,site,kat,oda,yas,banyosayisi,esyali,price
0,arnavutkoy,80,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,1,Boş,
1,arnavutkoy,185,Kombi Doğalgaz,Hayır,5,4+2,0.0,2,Boş,375000.0
2,arnavutkoy,114,Merkezi Doğalgaz,Hayır,2,2+1,0.0,2,Belirtilmemiş,475000.0
3,arnavutkoy,85,Kombi Doğalgaz,Hayır,Kot 1,2+1,0.0,1,Belirtilmemiş,265000.0
4,arnavutkoy,129,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Belirtilmemiş,390000.0
5,arnavutkoy,146,Kombi Doğalgaz,Hayır,5,3+1,0.0,2,Belirtilmemiş,475000.0
6,arnavutkoy,100,Kombi Doğalgaz,Hayır,5,2+1,0.0,1,Belirtilmemiş,320000.0
7,arnavutkoy,115,Kombi Doğalgaz,Hayır,8,2+1,3.0,2,Boş,330000.0
8,arnavutkoy,95,Kombi Doğalgaz,Hayır,1,2+1,1.0,2,Boş,265000.0
9,arnavutkoy,110,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,2,Boş,138000.0
10,arnavutkoy,90,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,1,Belirtilmemiş,
11,arnavutkoy,170,Kombi Doğalgaz,Hayır,5,3+2,7.5,2,Belirtilmemiş,285000.0
12,arnavutkoy,370,Kombi Doğalgaz,Hayır,Düz giriş,5+4,2.0,4,Eşyalı,4800000.0
13,arnavutkoy,210,Kombi Doğalgaz,Hayır,3,4+2,0.0,2,Boş,440000.0
14,arnavutkoy,400,Kombi Doğalgaz,Hayır,Düz giriş,6+2,4.0,3,Boş,1600000.0
15,arnavutkoy,110,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,1,Belirtilmemiş,275000.0
16,arnavutkoy,100,Kombi Doğalgaz,Hayır,3,2+1,7.5,1,Boş,265000.0
17,arnavutkoy,90,Merkezi (Pay Ölçer),Hayır,3,2+1,7.5,1,Boş,270000.0
18,arnavutkoy,105,Kombi Doğalgaz,Hayır,1,2+1,0.0,2,Boş,260000.0
19,arnavutkoy,200,Kombi Doğalgaz,Hayır,4,5+2,0.0,2,Boş,369000.0
20,arnavutkoy,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1,Boş,143000.0
21,arnavutkoy,195,Kombi Doğalgaz,Hayır,5,2+1,4.0,2,Boş,530000.0
22,arnavutkoy,185,Kombi Doğalgaz,Hayır,5,3+2,3.0,2,Boş,325000.0
23,arnavutkoy,107,Kombi Doğalgaz,Hayır,2,2+1,2.0,2,Boş,269000.0
24,arnavutkoy,135,Kombi Doğalgaz,Hayır,Düz giriş,3+1,0.0,2,Boş,220000.0
25,arnavutkoy,260,Kombi Doğalgaz,Hayır,4,4+2,1.0,2,Belirtilmemiş,500000.0
26,arnavutkoy,129,Merkezi Doğalgaz,Hayır,Müstakil,2+1,15.5,1,Boş,425000.0
27,arnavutkoy,105,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,1,Boş,255000.0
28,arnavutkoy,200,Kombi Doğalgaz,Hayır,4,4+2,0.0,3,Boş,350000.0
29,arnavutkoy,105,Kombi Doğalgaz,Hayır,2,2+1,3.0,1,Boş,265000.0
30,arnavutkoy,100,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,340000.0
31,arnavutkoy,140,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,390000.0
32,arnavutkoy,185,Kombi Doğalgaz,Hayır,4,4+1,0.0,2,Boş,375000.0
33,arnavutkoy,185,Kombi Doğalgaz,Hayır,4,5+1,0.0,2,Boş,410000.0
34,arnavutkoy,155,Kombi Doğalgaz,Hayır,5,3+1,0.0,2,Boş,475000.0
35,arnavutkoy,121,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,0.0,1,Boş,220000.0
36,arnavutkoy,110,Kombi Doğalgaz,Hayır,4,2+1,0.0,1,Boş,375000.0
37,arnavutkoy,110,Merkezi (Pay Ölçer),Hayır,4,2+1,0.0,1,Boş,375000.0
38,arnavutkoy,115,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,380000.0
39,arnavutkoy,85,Kombi Doğalgaz,Hayır,2,2+1,1.0,2,Boş,400000.0
40,arnavutkoy,95,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,2,Boş,200000.0
41,arnavutkoy,156,Kombi Doğalgaz,Hayır,6,3+1,0.0,2,Boş,852000.0
42,arnavutkoy,125,Kombi Doğalgaz,Hayır,3,1+1,0.0,1,Boş,285000.0
43,arnavutkoy,105,Kombi Doğalgaz,Hayır,1,2+1,0.0,1,Boş,245000.0
44,arnavutkoy,84,Kombi Doğalgaz,Hayır,4,2+1,0.0,1,Boş,457000.0
45,arnavutkoy,95,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,275000.0
46,arnavutkoy,135,Kombi Doğalgaz,Hayır,2,3+1,7.5,2,Belirtilmemiş,240000.0
47,arnavutkoy,120,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,295000.0
48,arnavutkoy,100,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,1,Boş,190000.0
49,arnavutkoy,75,Kombi Doğalgaz,Hayır,Düz giriş,1+1,0.0,1,Boş,270000.0
50,arnavutkoy,120,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,270000.0
51,arnavutkoy,280,Merkezi (Pay Ölçer),Hayır,Düz giriş,4+2,15.5,3,Boş,1750000.0
52,arnavutkoy,75,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,268000.0
53,arnavutkoy,111,Kombi Doğalgaz,Hayır,4,3+1,3.0,2,Boş,570000.0
54,arnavutkoy,231,Kombi Doğalgaz,Hayır,5,5+2,3.0,2,Boş,750000.0
55,arnavutkoy,130,Kombi Doğalgaz,Hayır,1,2+1,7.5,1,Boş,300000.0
56,arnavutkoy,85,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1,Boş,160000.0
57,arnavutkoy,160,Kombi Doğalgaz,Hayır,4,3+1,1.0,2,Boş,425000.0
58,arnavutkoy,120,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,0.0,1,Boş,235000.0
59,arnavutkoy,115,Kombi Doğalgaz,Hayır,8,2+1,0.0,2,Boş,330000.0
0,atasehir,160,Kombi Doğalgaz,Hayır,3,2+1,7.5,2.0,Boş,434000.0
1,atasehir,130,Kombi Doğalgaz,Hayır,8,3+1,0.0,2.0,Boş,975000.0
2,atasehir,110,Kombi Doğalgaz,Hayır,11,3+1,0.0,1.0,Boş,455000.0
3,atasehir,135,Kombi Doğalgaz,Hayır,2,3+1,4.0,1.0,Boş,769000.0
4,atasehir,89,Kombi Doğalgaz,Hayır,2,2+1,7.5,1.0,Boş,393000.0
5,atasehir,150,Kombi Doğalgaz,Hayır,3,2+2,4.0,2.0,Boş,
6,atasehir,85,Kombi Doğalgaz,Hayır,1,2+1,7.5,1.0,Boş,317000.0
7,atasehir,140,Kombi Doğalgaz,Hayır,1,3+1,15.5,1.0,Boş,465000.0
8,atasehir,130,Kombi Doğalgaz,Hayır,1,3+1,20.0,1.0,Boş,535000.0
9,atasehir,75,Kombi Doğalgaz,Hayır,3,2+1,1.0,1.0,Boş,520000.0
10,atasehir,130,Kombi Doğalgaz,Hayır,1,3+1,7.5,1.0,Boş,695000.0
11,atasehir,80,Kombi Doğalgaz,Hayır,1,2+1,4.0,1.0,Boş,319000.0
12,atasehir,170,Kombi Doğalgaz,Hayır,Çatı Katı,4+2,0.0,2.0,Boş,485000.0
13,atasehir,75,Kombi Doğalgaz,Hayır,3,2+1,0.0,1.0,Boş,340000.0
14,atasehir,95,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Boş,390000.0
15,atasehir,200,Kombi Doğalgaz,Hayır,4,5+1,0.0,3.0,Boş,910000.0
16,atasehir,63,Kombi Doğalgaz,Hayır,13,1+1,1.0,1.0,Eşyalı,380000.0
17,atasehir,192,Merkezi (Pay Ölçer),Hayır,6,4+1,15.5,2.0,Boş,1945000.0
18,atasehir,110,Kombi Doğalgaz,Hayır,5,3+1,20.0,1.0,Boş,450000.0
19,atasehir,315,Kombi Doğalgaz,Hayır,13,5+1,7.5,3.0,Boş,4400000.0
20,atasehir,40,Merkezi (Pay Ölçer),Hayır,6,Stüdyo,7.5,1.0,Boş,320000.0
21,atasehir,138,Kombi Doğalgaz,Hayır,7,2+1,7.5,2.0,Boş,960000.0
22,atasehir,250,Merkezi Doğalgaz,Hayır,Düz giriş,1+1,7.5,,Belirtilmemiş,3850000.0
23,atasehir,80,Kombi Doğalgaz,Hayır,2,2+1,3.0,1.0,Boş,380000.0
24,atasehir,95,Kat Kaloriferi,Hayır,3,2+1,0.0,1.0,Belirtilmemiş,60000.0
25,atasehir,140,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,7.5,1.0,Boş,330000.0
26,atasehir,160,Kombi Doğalgaz,Hayır,3,3+2,7.5,2.0,Boş,440000.0
27,atasehir,85,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1.0,Eşyalı,320000.0
28,atasehir,145,Kombi Doğalgaz,Hayır,1,2+1,15.5,1.0,Boş,695000.0
29,atasehir,135,Kombi Doğalgaz,Hayır,2,3+1,20.0,1.0,Boş,417000.0
30,atasehir,130,Kombi Doğalgaz,Hayır,1,3+1,15.5,2.0,Boş,455000.0
31,atasehir,140,Kombi Doğalgaz,Hayır,1,3+1,1.0,1.0,Boş,560000.0
32,atasehir,130,Kombi Doğalgaz,Hayır,1,3+1,15.5,1.0,Boş,455000.0
33,atasehir,95,Kombi Doğalgaz,Hayır,1,2+1,7.5,1.0,Boş,459000.0
34,atasehir,130,Kombi Doğalgaz,Hayır,3,3+1,0.0,1.0,Boş,515000.0
35,atasehir,145,Kombi Doğalgaz,Hayır,6,3+1,15.5,1.0,Boş,575000.0
36,atasehir,73,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,7.5,1.0,Boş,219000.0
37,atasehir,90,Merkezi (Pay Ölçer),Hayır,6,2+1,0.0,1.0,Eşyalı,435000.0
38,atasehir,85,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1.0,Boş,259000.0
39,atasehir,95,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1.0,Boş,353000.0
40,atasehir,90,Merkezi (Pay Ölçer),Hayır,1,2+1,2.0,1.0,Boş,370000.0
41,atasehir,145,Kombi Doğalgaz,Hayır,9,3+1,15.5,1.0,Boş,699000.0
42,atasehir,95,Kombi Doğalgaz,Hayır,1,2+1,0.0,1.0,Boş,375000.0
43,atasehir,85,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1.0,Boş,320000.0
44,atasehir,140,Kombi Doğalgaz,Hayır,3,2+2,4.0,2.0,Boş,325000.0
45,atasehir,115,Merkezi (Pay Ölçer),Hayır,4,2+1,0.0,1.0,Boş,580000.0
46,atasehir,99,Merkezi (Pay Ölçer),Hayır,Düz giriş,2+1,0.0,2.0,Boş,465000.0
47,atasehir,55,Merkezi (Pay Ölçer),Hayır,Bahçe katı,1+1,0.0,1.0,Boş,275000.0
48,atasehir,85,Kombi Doğalgaz,Hayır,3,2+1,4.0,1.0,Boş,430000.0
49,atasehir,65,Kombi Doğalgaz,Hayır,2,1+1,3.0,1.0,Boş,295000.0
50,atasehir,150,Kombi Doğalgaz,Hayır,7,4+1,0.0,1.0,Boş,775000.0
51,atasehir,150,Kombi Doğalgaz,Hayır,3,4+1,0.0,2.0,Boş,530000.0
52,atasehir,100,Kombi Doğalgaz,Hayır,1,2+1,0.0,1.0,Boş,570000.0
53,atasehir,60,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1.0,Boş,260000.0
54,atasehir,145,Kombi Doğalgaz,Hayır,1,3+1,7.5,2.0,Boş,695000.0
55,atasehir,95,Kombi Doğalgaz,Hayır,Kot 1,2+1,7.5,1.0,Boş,275000.0
56,atasehir,85,Merkezi (Pay Ölçer),Hayır,1,2+1,3.0,1.0,Boş,500000.0
57,atasehir,125,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Belirtilmemiş,630000.0
58,atasehir,35,Doğalgaz sobalı,Hayır,Yüksek giriş,Stüdyo,7.5,1.0,Belirtilmemiş,
59,atasehir,85,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,1.0,Boş,460000.0
0,avcilar,180,Kombi Doğalgaz,Hayır,3,3+2,2.0,2,Boş,560000
1,avcilar,85,Kombi Doğalgaz,Hayır,2,2+1,3.0,1,Boş,450000
2,avcilar,150,Merkezi Doğalgaz,Hayır,1,3+1,15.5,1,Boş,485000
3,avcilar,95,Kombi Doğalgaz,Hayır,4,2+1,20.0,1,Boş,260000
4,avcilar,130,Kombi Doğalgaz,Hayır,2,3+1,20.0,1,Boş,350000
5,avcilar,164,Kombi Doğalgaz,Hayır,8,3+1,7.5,2,Boş,675000
6,avcilar,73,Merkezi (Pay Ölçer),Hayır,4,1+1,3.0,1,Boş,270000
7,avcilar,160,Kombi Doğalgaz,Hayır,Düz giriş,2+1,15.5,1,Boş,150000
8,avcilar,110,Merkezi Doğalgaz,Hayır,Düz giriş,2+1,3.0,2,Boş,450000
9,avcilar,128,Merkezi (Pay Ölçer),Hayır,9,2+1,1.0,2,Boş,650000
10,avcilar,100,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,249000
11,avcilar,150,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,399900
12,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,200000
13,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,160000
14,avcilar,70,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,7.5,1,Boş,225000
15,avcilar,100,Kombi Doğalgaz,Hayır,Düz giriş,2+1,20.0,1,Boş,23500000
16,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,185000
17,avcilar,150,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,200000
18,avcilar,80,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,0.0,1,Boş,129999
19,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,2,Boş,185000
20,avcilar,130,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,0.0,1,Boş,199999
21,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,160000
22,avcilar,150,Kombi Doğalgaz,Hayır,4,3+1,0.0,2,Boş,265000
23,avcilar,238,Merkezi (Pay Ölçer),Hayır,1,3+1,4.0,2,Boş,890000
24,avcilar,85,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1,Boş,135000
25,avcilar,80,Kombi Doğalgaz,Hayır,3,1+1,0.0,1,Boş,139000
26,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,199000
27,avcilar,200,Kombi Doğalgaz,Hayır,4,4+2,0.0,2,Boş,289000
28,avcilar,200,Kombi Doğalgaz,Hayır,4,4+2,0.0,1,Boş,279000
29,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,191000
30,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,199000
31,avcilar,70,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,15.5,1,Boş,195000
32,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,189000
33,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,193000
34,avcilar,110,Kombi Doğalgaz,Hayır,Kot 1,2+1,0.0,1,Boş,150000
35,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,189000
36,avcilar,140,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,185000
37,avcilar,120,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,170000
38,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,155000
39,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,192000
40,avcilar,140,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,230000
41,avcilar,140,Kombi Doğalgaz,Hayır,1,3+1,0.0,2,Boş,240000
42,avcilar,145,Kombi Doğalgaz,Hayır,Düz giriş,3+1,7.5,1,Boş,420000
43,avcilar,127,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,199000
44,avcilar,120,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,270000
45,avcilar,110,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,200000
46,avcilar,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,2,Boş,170000
47,avcilar,210,Kombi Doğalgaz,Hayır,4,3+2,0.0,2,Boş,275000
48,avcilar,100,Kombi Doğalgaz,Hayır,1,2+1,0.0,2,Boş,175000
49,avcilar,120,Kombi Doğalgaz,Hayır,1,3+1,0.0,2,Boş,250000
50,avcilar,100,Kombi Doğalgaz,Hayır,1,2+1,0.0,2,Boş,175000
51,avcilar,110,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,2,Boş,135000
52,avcilar,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,185000
53,avcilar,85,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,2,Boş,370000
54,avcilar,149,Merkezi (Pay Ölçer),Hayır,Bahçe katı,2+1,2.0,2,Boş,315000
55,avcilar,159,Merkezi (Pay Ölçer),Hayır,20,3+1,1.0,2,Boş,475000
56,avcilar,63,Merkezi (Pay Ölçer),Hayır,2,1+1,4.0,1,Boş,270000
57,avcilar,174,Merkezi (Pay Ölçer),Hayır,3,4+1,7.5,2,Boş,980000
58,avcilar,150,Merkezi (Pay Ölçer),Hayır,17,3+1,7.5,2,Boş,880000
59,avcilar,198,Merkezi (Pay Ölçer),Hayır,27,3+1,3.0,3,Boş,1450000
0,bahcelievler,170,Kombi Doğalgaz,Hayır,5,3+1,15.5,2,Boş,600000.0
1,bahcelievler,95,Kombi Doğalgaz,Hayır,Düz giriş,2+1,7.5,1,Boş,730000.0
2,bahcelievler,80,Kombi Doğalgaz,Hayır,Düz giriş,1+1,15.5,1,Boş,240000.0
3,bahcelievler,90,Kombi Doğalgaz,Hayır,4,2+1,20.0,1,Boş,215000.0
4,bahcelievler,100,Kombi Doğalgaz,Hayır,5,2+1,20.0,1,Boş,177000.0
5,bahcelievler,115,Kombi Doğalgaz,Hayır,6,2+1,15.5,1,Boş,
6,bahcelievler,105,Kombi Doğalgaz,Hayır,4,2+1,15.5,1,Boş,273000.0
7,bahcelievler,80,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,3.0,1,Boş,235000.0
8,bahcelievler,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,15.5,1,Boş,205000.0
9,bahcelievler,320,Kombi Doğalgaz,Hayır,Çatı Dubleks,5+2,20.0,3,Boş,1790000.0
10,bahcelievler,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1,Boş,595000.0
11,bahcelievler,175,Kombi Doğalgaz,Hayır,5,3+1,7.5,2,Boş,615000.0
12,bahcelievler,130,Kombi Doğalgaz,Hayır,1,3+1,20.0,2,Boş,335000.0
13,bahcelievler,85,Kombi Doğalgaz,Hayır,4,2+1,20.0,1,Boş,350000.0
14,bahcelievler,185,Kombi Doğalgaz,Hayır,3,4+1,7.5,2,Boş,1950000.0
15,bahcelievler,160,Kombi Doğalgaz,Hayır,4,4+1,0.0,2,Boş,465000.0
16,bahcelievler,220,Kombi Doğalgaz,Hayır,Çatı Dubleks,5+1,3.0,2,Boş,610000.0
17,bahcelievler,95,Kombi Doğalgaz,Hayır,3,2+1,15.5,1,Boş,305000.0
18,bahcelievler,75,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,7.5,1,Boş,235000.0
19,bahcelievler,100,Kombi Doğalgaz,Hayır,5,2+1,20.0,1,Boş,172000.0
20,bahcelievler,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1,Boş,129000.0
21,bahcelievler,180,Kombi Doğalgaz,Hayır,5,4+1,7.5,2,Boş,464000.0
22,bahcelievler,90,Kombi Doğalgaz,Hayır,1,2+1,2.0,1,Boş,800000.0
23,bahcelievler,83,Kombi Doğalgaz,Hayır,1,2+1,0.0,1,Boş,374000.0
24,bahcelievler,220,Kombi Doğalgaz,Hayır,4,4+2,3.0,3,Boş,2100000.0
25,bahcelievler,77,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,7.5,4,Boş,173000.0
26,bahcelievler,255,Kombi Doğalgaz,Hayır,3,6+2,0.0,2,Boş,2680000.0
27,bahcelievler,215,Kombi Doğalgaz,Hayır,Çatı Dubleks,4+1,1.0,2,Boş,970000.0
28,bahcelievler,97,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,1,Boş,460000.0
29,bahcelievler,84,Kombi Doğalgaz,Hayır,1,2+1,0.0,1,Boş,360000.0
30,bahcelievler,75,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1,Boş,250000.0
31,bahcelievler,88,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1,Boş,285000.0
32,bahcelievler,90,Kombi Doğalgaz,Hayır,5,2+1,20.0,1,Boş,185000.0
33,bahcelievler,130,Kombi Doğalgaz,Hayır,4,3+1,15.5,1,Boş,250000.0
34,bahcelievler,130,Kombi Doğalgaz,Hayır,4,3+1,15.5,1,Boş,250000.0
35,bahcelievler,125,Kombi Doğalgaz,Hayır,5,3+1,20.0,1,Boş,425000.0
36,bahcelievler,215,Kombi Doğalgaz,Hayır,Çatı Dubleks,4+2,0.0,2,Boş,650000.0
37,bahcelievler,165,Kombi Doğalgaz,Hayır,4,4+2,3.0,3,Boş,800000.0
38,bahcelievler,90,Kombi Doğalgaz,Hayır,1,2+1,15.5,1,Boş,235000.0
39,bahcelievler,145,Kombi Doğalgaz,Hayır,2,3+1,0.0,1,Boş,530000.0
40,bahcelievler,155,Kombi Doğalgaz,Hayır,1,3+1,0.0,2,Boş,525000.0
41,bahcelievler,175,Kombi Doğalgaz,Hayır,1,4+1,0.0,2,Boş,1800000.0
42,bahcelievler,195,Kombi Doğalgaz,Hayır,2,4+1,7.5,2,Boş,560000.0
43,bahcelievler,135,Kombi Doğalgaz,Hayır,2,3+1,0.0,2,Boş,860000.0
44,bahcelievler,185,Kombi Doğalgaz,Hayır,5,3+2,7.5,2,Boş,490000.0
45,bahcelievler,120,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,15.5,1,Boş,285000.0
46,bahcelievler,90,Kombi Doğalgaz,Hayır,1,2+1,2.0,1,Boş,358000.0
47,bahcelievler,110,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,15.5,1,Boş,333000.0
48,bahcelievler,145,Kombi Doğalgaz,Hayır,3,3+1,20.0,1,Boş,465000.0
49,bahcelievler,92,Kombi Doğalgaz,Hayır,5,2+1,20.0,1,Boş,259000.0
50,bahcelievler,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1,Boş,225000.0
51,bahcelievler,240,Kombi Doğalgaz,Hayır,4,6+2,0.0,3,Boş,875000.0
52,bahcelievler,260,Kombi Doğalgaz,Hayır,Çatı Dubleks,5+2,0.0,4,Boş,2150000.0
53,bahcelievler,100,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,7.5,1,Boş,235000.0
54,bahcelievler,145,Kombi Doğalgaz,Hayır,2,3+1,0.0,1,Boş,515000.0
55,bahcelievler,65,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,7.5,1,Boş,149000.0
56,bahcelievler,125,Kombi Doğalgaz,Hayır,2,3+1,20.0,1,Boş,450000.0
57,bahcelievler,62,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1,Boş,248000.0
58,bahcelievler,80,Kombi Doğalgaz,Hayır,1,2+1,7.5,1,Boş,260000.0
59,bahcelievler,90,Kombi Doğalgaz,Hayır,5,2+1,20.0,1,Boş,298000.0
0,bakirkoy,176,Merkezi (Pay Ölçer),Hayır,Bahçe katı,2+1,7.5,2,Boş,1325000
1,bakirkoy,230,Kombi Doğalgaz,Hayır,3,4+1,15.5,2,Boş,3250000
2,bakirkoy,120,Merkezi Doğalgaz,Hayır,4,2+1,20.0,1,Boş,1600000
3,bakirkoy,149,Merkezi (Pay Ölçer),Hayır,1,2+1,7.5,2,Boş,1325000
4,bakirkoy,95,Kombi Doğalgaz,Hayır,3,2+1,20.0,1,Boş,550000
5,bakirkoy,100,Kombi Doğalgaz,Hayır,2,2+1,20.0,1,Boş,460000
6,bakirkoy,400,Kombi Doğalgaz,Hayır,Çatı Dubleks,6+2,0.0,4,Boş,8150000
7,bakirkoy,330,Kombi Doğalgaz,Hayır,4,5+2,0.0,4,Boş,6000000
8,bakirkoy,190,Merkezi (Pay Ölçer),Hayır,5,3+1,20.0,1,Boş,1355000
9,bakirkoy,250,Kombi Doğalgaz,Hayır,2,4+1,15.5,2,Boş,3600000
10,bakirkoy,125,Merkezi Doğalgaz,Hayır,2,3+1,20.0,1,Boş,1050000
11,bakirkoy,180,Kombi Doğalgaz,Hayır,Yüksek giriş,4+1,0.0,2,Boş,2650000
12,bakirkoy,320,Kombi Doğalgaz,Hayır,Çatı Dubleks,4+2,0.0,4,Boş,15950000
13,bakirkoy,98,Kombi Doğalgaz,Hayır,2,2+1,0.0,2,Boş,1720000
14,bakirkoy,112,Merkezi (Pay Ölçer),Hayır,7,2+1,7.5,2,Boş,2910000
15,bakirkoy,180,Merkezi Doğalgaz,Hayır,3,3+1,7.5,2,Belirtilmemiş,3800000
16,bakirkoy,60,Merkezi Doğalgaz,Hayır,7,1+1,20.0,1,Belirtilmemiş,565000
17,bakirkoy,125,Merkezi Doğalgaz,Hayır,9,3+1,20.0,1,Belirtilmemiş,1000000
18,bakirkoy,270,Kombi Doğalgaz,Hayır,Düz giriş,4+1,7.5,3,Belirtilmemiş,4500000
19,bakirkoy,190,Kombi Doğalgaz,Hayır,4,5+1,0.0,2,Belirtilmemiş,2080000
20,bakirkoy,190,Merkezi Doğalgaz,Hayır,4,5+1,0.0,2,Belirtilmemiş,2050000
21,bakirkoy,163,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,15.5,2,Boş,1600000
22,bakirkoy,300,Kombi Doğalgaz,Hayır,4,4+2,0.0,4,Boş,4200000
23,bakirkoy,60,Merkezi Doğalgaz,Hayır,7,1+1,20.0,1,Belirtilmemiş,580000
24,bakirkoy,70,Sobalı,Hayır,Düz giriş,1+1,20.0,1,Boş,300000
25,bakirkoy,75,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,20.0,1,Boş,202500
26,bakirkoy,210,Kombi Doğalgaz,Hayır,4,4+1,7.5,3,Belirtilmemiş,6500000
27,bakirkoy,105,Merkezi Doğalgaz,Hayır,6,2+1,20.0,1,Belirtilmemiş,800000
28,bakirkoy,40,Merkezi Doğalgaz,Hayır,5,1+1,20.0,1,Eşyalı,475000
29,bakirkoy,40,Merkezi Doğalgaz,Hayır,Yüksek giriş,1+1,20.0,1,Eşyalı,460000
30,bakirkoy,140,Merkezi Doğalgaz,Hayır,2,3+1,20.0,2,Belirtilmemiş,1400000
31,bakirkoy,214,Merkezi Doğalgaz,Hayır,18,3+1,2.0,4,Belirtilmemiş,5700000
32,bakirkoy,125,Merkezi Doğalgaz,Hayır,10,3+1,20.0,1,Belirtilmemiş,1100000
33,bakirkoy,115,Kombi Doğalgaz,Hayır,1,2+1,20.0,1,Belirtilmemiş,1050000
